"Pair","Param1","Param2","Param1Value","Param2Value","TrueMu"
"delta_max_vs_a","delta_max","a",0.055,1,0.582370888979818
"delta_max_vs_a","delta_max","a",0.055,1.25,0.724877326911355
"delta_max_vs_a","delta_max","a",0.055,1.5,0.850819431453703
"delta_max_vs_a","delta_max","a",0.055,1.75,0.962659572915865
"delta_max_vs_a","delta_max","a",0.055,2,1.0627197119461
"delta_max_vs_a","delta_max","a",0.055,2.25,1.15294340149825
"delta_max_vs_a","delta_max","a",0.055,2.5,1.2349018999724
"delta_max_vs_a","delta_max","a",0.055,2.75,1.30985623234574
"delta_max_vs_a","delta_max","a",0.055,3,1.37882185256796
"delta_max_vs_a","delta_max","a",0.055,3.25,1.4426228198303
"delta_max_vs_a","delta_max","a",0.055,3.5,1.50193420977569
"delta_max_vs_a","delta_max","a",0.055,3.75,1.55731454611244
"delta_max_vs_a","delta_max","a",0.055,4,1.60923045702774
"delta_max_vs_a","delta_max","a",0.06,0.5,0.26451539699267
"delta_max_vs_a","delta_max","a",0.06,0.75,0.448117136772294
"delta_max_vs_a","delta_max","a",0.06,1,0.615135772289328
"delta_max_vs_a","delta_max","a",0.06,1.25,0.76249812018503
"delta_max_vs_a","delta_max","a",0.06,1.5,0.892227067279866
"delta_max_vs_a","delta_max","a",0.06,1.75,1.00713757134675
"delta_max_vs_a","delta_max","a",0.06,2,1.1097719628021
"delta_max_vs_a","delta_max","a",0.06,2.25,1.20221426485121
"delta_max_vs_a","delta_max","a",0.06,2.5,1.28612819695896
"delta_max_vs_a","delta_max","a",0.06,2.75,1.36283779189162
"delta_max_vs_a","delta_max","a",0.06,3,1.4334029321258
"delta_max_vs_a","delta_max","a",0.06,3.25,1.49868004708376
"delta_max_vs_a","delta_max","a",0.06,3.5,1.55936854203264
"delta_max_vs_a","delta_max","a",0.06,3.75,1.61604577166183
"delta_max_vs_a","delta_max","a",0.06,4,1.66919334441988
"delta_max_vs_a","delta_max","a",0.065,0.5,0.28143969594365
"delta_max_vs_a","delta_max","a",0.065,0.75,0.473174268353766
"delta_max_vs_a","delta_max","a",0.065,1,0.646058685541505
"delta_max_vs_a","delta_max","a",0.065,1.25,0.797751173868892
"delta_max_vs_a","delta_max","a",0.065,1.5,0.930818283530017
"delta_max_vs_a","delta_max","a",0.065,1.75,1.04841220020713
"delta_max_vs_a","delta_max","a",0.065,2,1.15328178179829
"delta_max_vs_a","delta_max","a",0.065,2.25,1.24764091182319
"delta_max_vs_a","delta_max","a",0.065,2.5,1.33323798307214
"delta_max_vs_a","delta_max","a",0.065,2.75,1.411454366977
"delta_max_vs_a","delta_max","a",0.065,3,1.48339023280298
"delta_max_vs_a","delta_max","a",0.065,3.25,1.54993133280072
"delta_max_vs_a","delta_max","a",0.065,3.5,1.61179914329625
"delta_max_vs_a","delta_max","a",0.065,3.75,1.66958816564605
"delta_max_vs_a","delta_max","a",0.065,4,1.72379372641704
"delta_max_vs_a","delta_max","a",0.07,0.5,0.29781473174977
"delta_max_vs_a","delta_max","a",0.07,0.75,0.497102741224959
"delta_max_vs_a","delta_max","a",0.07,1,0.675321859915778
"delta_max_vs_a","delta_max","a",0.07,1.25,0.830894252398959
"delta_max_vs_a","delta_max","a",0.07,1.5,0.966920109097452
"delta_max_vs_a","delta_max","a",0.07,1.75,1.08687309337045
"delta_max_vs_a","delta_max","a",0.07,2,1.19369544652463
"delta_max_vs_a","delta_max","a",0.07,2.25,1.28972119901112
"delta_max_vs_a","delta_max","a",0.07,2.5,1.37677645267804
"delta_max_vs_a","delta_max","a",0.07,2.75,1.4562949382772
"delta_max_vs_a","delta_max","a",0.07,3,1.52941353083189
"delta_max_vs_a","delta_max","a",0.07,3.25,1.59704471043317
"delta_max_vs_a","delta_max","a",0.07,3.5,1.65993013146931
"delta_max_vs_a","delta_max","a",0.07,3.75,1.71868005438611
"delta_max_vs_a","delta_max","a",0.07,4,1.77380250377358
"delta_max_vs_a","delta_max","a",0.075,0.5,0.313674346946959
"delta_max_vs_a","delta_max","a",0.075,0.75,0.519994857149394
"delta_max_vs_a","delta_max","a",0.075,1,0.703083239910576
"delta_max_vs_a","delta_max","a",0.075,1.25,0.862147753207243
"delta_max_vs_a","delta_max","a",0.075,1.5,1.00080947155731
"delta_max_vs_a","delta_max","a",0.075,1.75,1.12284784528281
"delta_max_vs_a","delta_max","a",0.075,2,1.2313861481747
"delta_max_vs_a","delta_max","a",0.075,2.25,1.32886970092197
"delta_max_vs_a","delta_max","a",0.075,2.5,1.41719609150893
"delta_max_vs_a","delta_max","a",0.075,2.75,1.49784703191
"delta_max_vs_a","delta_max","a",0.075,3,1.57199300026262
"delta_max_vs_a","delta_max","a",0.075,3.25,1.64057098927421
"delta_max_vs_a","delta_max","a",0.075,3.5,1.70434124103935
"delta_max_vs_a","delta_max","a",0.075,3.75,1.76392862998592
"delta_max_vs_a","delta_max","a",0.075,4,1.81985305379108
"delta_max_vs_a","delta_max","a",0.08,0.5,0.329049424557337
"delta_max_vs_a","delta_max","a",0.08,0.75,0.54193252919513
"delta_max_vs_a","delta_max","a",0.08,1,0.72948041268282
"delta_max_vs_a","delta_max","a",0.08,1.25,0.891701236655985
"delta_max_vs_a","delta_max","a",0.08,1.5,1.03272239553038
"delta_max_vs_a","delta_max","a",0.08,1.75,1.15661378789699
"delta_max_vs_a","delta_max","a",0.08,2,1.26666819558984
"delta_max_vs_a","delta_max","a",0.08,2.25,1.36543417368043
"delta_max_vs_a","delta_max","a",0.08,2.5,1.45487523624951
"delta_max_vs_a","delta_max","a",0.08,2.75,1.5365172223389
"delta_max_vs_a","delta_max","a",0.08,3,1.61156152004554
"delta_max_vs_a","delta_max","a",0.08,3.25,1.68096773993847
"delta_max_vs_a","delta_max","a",0.08,3.5,1.74551337359128
"delta_max_vs_a","delta_max","a",0.08,3.75,1.8058369637293
"delta_max_vs_a","delta_max","a",0.08,4,1.86246961447402
"delta_max_vs_b","delta_max","b",0.01,0.5,0.376379087556544
"delta_max_vs_b","delta_max","b",0.01,0.75,0.316711467188583
"delta_max_vs_b","delta_max","b",0.01,1,0.268761514053157
"delta_max_vs_b","delta_max","b",0.01,1.25,0.230202890725429
"delta_max_vs_b","delta_max","b",0.01,1.5,0.199100972955847
"delta_max_vs_b","delta_max","b",0.01,1.75,0.173908571488767
"delta_max_vs_b","delta_max","b",0.01,2,0.153402445120514
"delta_max_vs_b","delta_max","b",0.01,2.25,0.136619312378636
"delta_max_vs_b","delta_max","b",0.01,2.5,0.122801903357248
"delta_max_vs_b","delta_max","b",0.01,2.75,0.111355259603023
"delta_max_vs_b","delta_max","b",0.01,3,0.101811761113807
"delta_max_vs_b","delta_max","b",0.01,3.25,0.093803354822714
"delta_max_vs_b","delta_max","b",0.01,3.5,0.0870396668360214
"delta_max_vs_b","delta_max","b",0.01,3.75,0.0812908698284074
"delta_max_vs_b","delta_max","b",0.01,4,0.076374345598774
"delta_max_vs_b","delta_max","b",0.015,0.5,0.54585571016169
"delta_max_vs_b","delta_max","b",0.015,0.75,0.455841997874137
"delta_max_vs_b","delta_max","b",0.015,1,0.385213398435525
"delta_max_vs_b","delta_max","b",0.015,1.25,0.329206546706663
"delta_max_vs_b","delta_max","b",0.015,1.5,0.284371675741479
"delta_max_vs_b","delta_max","b",0.015,1.75,0.24818303995191
"delta_max_vs_b","delta_max","b",0.015,2,0.218755521093718
"delta_max_vs_b","delta_max","b",0.015,2.25,0.194658320409978
"delta_max_vs_b","delta_max","b",0.015,2.5,0.174791804329603
"delta_max_vs_b","delta_max","b",0.015,2.75,0.158303337257676
"delta_max_vs_b","delta_max","b",0.015,3,0.144527502772858
"delta_max_vs_b","delta_max","b",0.015,3.25,0.132942279688718
"delta_max_vs_b","delta_max","b",0.015,3.5,0.123136215175863
"delta_max_vs_b","delta_max","b",0.015,3.75,0.114783513376392
"delta_max_vs_b","delta_max","b",0.015,4,0.107624989667148
"delta_max_vs_b","delta_max","b",0.02,0.5,0.704919559305744
"delta_max_vs_b","delta_max","b",0.02,0.75,0.584591179984612
"delta_max_vs_b","delta_max","b",0.02,1,0.492127510695936
"delta_max_vs_b","delta_max","b",0.02,1.25,0.419689699752784
"delta_max_vs_b","delta_max","b",0.02,1.5,0.362087498642985
"delta_max_vs_b","delta_max","b",0.02,1.75,0.315743656450548
"delta_max_vs_b","delta_max","b",0.02,2,0.278098148109363
"delta_max_vs_b","delta_max","b",0.02,2.25,0.2472631893852
"delta_max_vs_b","delta_max","b",0.02,2.5,0.22181512824194
"delta_max_vs_b","delta_max","b",0.02,2.75,0.200662899600206
"delta_max_vs_b","delta_max","b",0.02,3,0.182960644719557
"delta_max_vs_b","delta_max","b",0.02,3.25,0.168046970623544
"delta_max_vs_b","delta_max","b",0.02,3.5,0.155401180807817
"delta_max_vs_b","delta_max","b",0.02,3.75,0.144610917579878
"delta_max_vs_b","delta_max","b",0.02,4,0.135347829079193
"delta_max_vs_b","delta_max","b",0.025,0.5,0.854813726704705
"delta_max_vs_b","delta_max","b",0.025,0.75,0.704335463078
"delta_max_vs_b","delta_max","b",0.025,1,0.590843562954065
"delta_max_vs_b","delta_max","b",0.025,1.25,0.502878588018555
"delta_max_vs_b","delta_max","b",0.025,1.5,0.433345157308085
"delta_max_vs_b","delta_max","b",0.025,1.75,0.377569151122279
"delta_max_vs_b","delta_max","b",0.025,2,0.33231158257572
"delta_max_vs_b","delta_max","b",0.025,2.25,0.295238696949029
"delta_max_vs_b","delta_max","b",0.025,2.5,0.264618454806145
"delta_max_vs_b","delta_max","b",0.025,2.75,0.239137137564611
"delta_max_vs_b","delta_max","b",0.025,3,0.217782555665301
"delta_max_vs_b","delta_max","b",0.025,3.25,0.199765838324355
"delta_max_vs_b","delta_max","b",0.025,3.5,0.184466745480455
"delta_max_vs_b","delta_max","b",0.025,3.75,0.171394121764441
"delta_max_vs_b","delta_max","b",0.025,4,0.16015659987365
"delta_max_vs_b","delta_max","b",0.03,0.5,0.996600435279651
"delta_max_vs_b","delta_max","b",0.03,0.75,0.816200322584926
"delta_max_vs_b","delta_max","b",0.03,1,0.682442636192923
"delta_max_vs_b","delta_max","b",0.03,1.25,0.579761169036755
"delta_max_vs_b","delta_max","b",0.03,1.5,0.499030615071608
"delta_max_vs_b","delta_max","b",0.03,1.75,0.434453001429857
"delta_max_vs_b","delta_max","b",0.03,2,0.382112309949105
"delta_max_vs_b","delta_max","b",0.03,2.25,0.339240076772404
"delta_max_vs_b","delta_max","b",0.03,2.5,0.303809535521578
"delta_max_vs_b","delta_max","b",0.03,2.75,0.274297562656345
"delta_max_vs_b","delta_max","b",0.03,3,0.249537362290079
"delta_max_vs_b","delta_max","b",0.03,3.25,0.228622468153542
"delta_max_vs_b","delta_max","b",0.03,3.5,0.210841191802239
"delta_max_vs_b","delta_max","b",0.03,3.75,0.195630099817729
"delta_max_vs_b","delta_max","b",0.03,4,0.182540010144941
"delta_max_vs_b","delta_max","b",0.035,0.5,1.13119651581289
"delta_max_vs_b","delta_max","b",0.035,0.75,0.92111925721205
"delta_max_vs_b","delta_max","b",0.035,1,0.767810152977145
"delta_max_vs_b","delta_max","b",0.035,1.25,0.651144719692407
"delta_max_vs_b","delta_max","b",0.035,1.5,0.559868731990895
"delta_max_vs_b","delta_max","b",0.035,1.75,0.487045686870942
"delta_max_vs_b","delta_max","b",0.035,2,0.428088461307954
"delta_max_vs_b","delta_max","b",0.035,2.25,0.379805211388244
"delta_max_vs_b","delta_max","b",0.035,2.5,0.339886622583138
"delta_max_vs_b","delta_max","b",0.035,2.75,0.306611528348188
"delta_max_vs_b","delta_max","b",0.035,3,0.278668455855669
"delta_max_vs_b","delta_max","b",0.035,3.25,0.255041698451586
"delta_max_vs_b","delta_max","b",0.035,3.5,0.234934984958685
"delta_max_vs_b","delta_max","b",0.035,3.75,0.217718162443172
"delta_max_vs_b","delta_max","b",0.035,4,0.202888695172897
"delta_max_vs_b","delta_max","b",0.04,0.5,1.25939992125936
"delta_max_vs_b","delta_max","b",0.04,0.75,1.01987615678386
"delta_max_vs_b","delta_max","b",0.04,1,0.847680595588173
"delta_max_vs_b","delta_max","b",0.04,1.25,0.717696940705724
"delta_max_vs_b","delta_max","b",0.04,1.5,0.616459158279846
"delta_max_vs_b","delta_max","b",0.04,1.75,0.535885739564402
"delta_max_vs_b","delta_max","b",0.04,2,0.470727030021652
"delta_max_vs_b","delta_max","b",0.04,2.25,0.417379073190896
"delta_max_vs_b","delta_max","b",0.04,2.5,0.373261035554225
"delta_max_vs_b","delta_max","b",0.04,2.75,0.336463628305743
"delta_max_vs_b","delta_max","b",0.04,3,0.305539253729766
"delta_max_vs_b","delta_max","b",0.04,3.25,0.279370138542506
"delta_max_vs_b","delta_max","b",0.04,3.5,0.257081335192365
"delta_max_vs_b","delta_max","b",0.04,3.75,0.23798077374219
"delta_max_vs_b","delta_max","b",0.04,4,0.22151643964041
"delta_max_vs_b","delta_max","b",0.045,0.5,1.38190994338331
"delta_max_vs_b","delta_max","b",0.045,0.75,1.11313641237045
"delta_max_vs_b","delta_max","b",0.045,1,0.922670029029197
"delta_max_vs_b","delta_max","b",0.045,1.25,0.779975970625052
"delta_max_vs_b","delta_max","b",0.045,1.5,0.669302824900202
"delta_max_vs_b","delta_max","b",0.045,1.75,0.581422965737837
"delta_max_vs_b","delta_max","b",0.045,2,0.510434497501462
"delta_max_vs_b","delta_max","b",0.045,2.25,0.452332465463294
"delta_max_vs_b","delta_max","b",0.045,2.5,0.404274628242611
"delta_max_vs_b","delta_max","b",0.045,2.75,0.364172370137342
"delta_max_vs_b","delta_max","b",0.045,3,0.330449443332556
"delta_max_vs_b","delta_max","b",0.045,3.25,0.301892251268765
"delta_max_vs_b","delta_max","b",0.045,3.5,0.277552314627646
"delta_max_vs_b","delta_max","b",0.045,3.75,0.256679843645349
"delta_max_vs_b","delta_max","b",0.045,4,0.238676746661606
"delta_max_vs_b","delta_max","b",0.05,0.5,1.49934290747404
"delta_max_vs_b","delta_max","b",0.05,0.75,1.20147020697361
"delta_max_vs_b","delta_max","b",0.05,1,0.993300248436557
"delta_max_vs_b","delta_max","b",0.05,1.25,0.838452740926685
"delta_max_vs_b","delta_max","b",0.05,1.5,0.718821847418355
"delta_max_vs_b","delta_max","b",0.05,1.75,0.624036079520689
"delta_max_vs_b","delta_max","b",0.05,2,0.547552657303541
"delta_max_vs_b","delta_max","b",0.05,2.25,0.484976524655791
"delta_max_vs_b","delta_max","b",0.05,2.5,0.433213390687977
"delta_max_vs_b","delta_max","b",0.05,2.75,0.390003210750255
"delta_max_vs_b","delta_max","b",0.05,3,0.353647703421704
"delta_max_vs_b","delta_max","b",0.05,3.25,0.322842946653288
"delta_max_vs_b","delta_max","b",0.05,3.5,0.296571458800083
"delta_max_vs_b","delta_max","b",0.05,3.75,0.27402943456456
"delta_max_vs_b","delta_max","b",0.05,4,0.254575718475368
"delta_max_vs_b","delta_max","b",0.055,0.5,1.61224455667443
"delta_max_vs_b","delta_max","b",0.055,0.75,1.28537025180394
"delta_max_vs_b","delta_max","b",0.055,1,1.06001703400802
"delta_max_vs_b","delta_max","b",0.055,1.25,0.893527917258265
"delta_max_vs_b","delta_max","b",0.055,1.5,0.765374716344684
"delta_max_vs_b","delta_max","b",0.055,1.75,0.664046274415056
"delta_max_vs_b","delta_max","b",0.055,2,0.582370888979818
"delta_max_vs_b","delta_max","b",0.055,2.25,0.515574037579406
"delta_max_vs_b","delta_max","b",0.055,2.5,0.460318105738716
"delta_max_vs_b","delta_max","b",0.055,2.75,0.414178787608072
"delta_max_vs_b","delta_max","b",0.055,3,0.375341688547571
"delta_max_vs_b","delta_max","b",0.055,3.25,0.342417451377811
"delta_max_vs_b","delta_max","b",0.055,3.5,0.314323616802463
"delta_max_vs_b","delta_max","b",0.055,3.75,0.290205660644199
"delta_max_vs_b","delta_max","b",0.055,4,0.269382053087879
"delta_max_vs_b","delta_max","b",0.06,0.5,1.72109997050172
"delta_max_vs_b","delta_max","b",0.06,0.75,1.36526549843742
"delta_max_vs_b","delta_max","b",0.06,1,1.12320417190759
"delta_max_vs_b","delta_max","b",0.06,1.25,0.945544934685964
"delta_max_vs_b","delta_max","b",0.06,1.5,0.809268050714336
"delta_max_vs_b","delta_max","b",0.06,1.75,0.701727793093638
"delta_max_vs_b","delta_max","b",0.06,2,0.615135772289328
"delta_max_vs_b","delta_max","b",0.06,2.25,0.544348342304249
"delta_max_vs_b","delta_max","b",0.06,2.5,0.485792747882298
"delta_max_vs_b","delta_max","b",0.06,2.75,0.436886984087568
"delta_max_vs_b","delta_max","b",0.06,3,0.395705889234464
"delta_max_vs_b","delta_max","b",0.06,3.25,0.360779058698689
"delta_max_vs_b","delta_max","b",0.06,3.5,0.330962659852053
"delta_max_vs_b","delta_max","b",0.06,3.75,0.305354404309117
"delta_max_vs_b","delta_max","b",0.06,4,0.283234803625717
"delta_max_vs_b","delta_max","b",0.065,0.5,1.82634161801271
"delta_max_vs_b","delta_max","b",0.065,0.75,1.44153188404704
"delta_max_vs_b","delta_max","b",0.065,1,1.18319437550344
"delta_max_vs_b","delta_max","b",0.065,1.25,0.994800163447257
"delta_max_vs_b","delta_max","b",0.065,1.5,0.850765804070071
"delta_max_vs_b","delta_max","b",0.065,1.75,0.737316247199858
"delta_max_vs_b","delta_max","b",0.065,2,0.646058685541505
"delta_max_vs_b","delta_max","b",0.065,2.25,0.571490379873888
"delta_max_vs_b","delta_max","b",0.065,2.5,0.509811141391255
"delta_max_vs_b","delta_max","b",0.065,2.75,0.458287316777655
"delta_max_vs_b","delta_max","b",0.065,3,0.41488784221205
"delta_max_vs_b","delta_max","b",0.065,3.25,0.378065231242223
"delta_max_vs_b","delta_max","b",0.065,3.5,0.346617527393675
"delta_max_vs_b","delta_max","b",0.065,3.75,0.319597342149731
"delta_max_vs_b","delta_max","b",0.065,4,0.296249409902536
"delta_max_vs_b","delta_max","b",0.07,0.5,1.92835598017297
"delta_max_vs_b","delta_max","b",0.07,0.75,1.51450085469852
"delta_max_vs_b","delta_max","b",0.07,1,1.24027789938908
"delta_max_vs_b","delta_max","b",0.07,1.25,1.04155093253161
"delta_max_vs_b","delta_max","b",0.07,1.5,0.890096554036432
"delta_max_vs_b","delta_max","b",0.07,1.75,0.771015228936318
"delta_max_vs_b","delta_max","b",0.07,2,0.675321859915778
"delta_max_vs_b","delta_max","b",0.07,2.25,0.597164319402083
"delta_max_vs_b","delta_max","b",0.07,2.5,0.532522268785483
"delta_max_vs_b","delta_max","b",0.07,2.75,0.478516018068877
"delta_max_vs_b","delta_max","b",0.07,3,0.433013056879224
"delta_max_vs_b","delta_max","b",0.07,3.25,0.39439242343275
"delta_max_vs_b","delta_max","b",0.07,3.5,0.36139698370019
"delta_max_vs_b","delta_max","b",0.07,3.75,0.333036663379275
"delta_max_vs_b","delta_max","b",0.07,4,0.30852239860216
"delta_max_vs_b","delta_max","b",0.075,0.5,2.02748906099693
"delta_max_vs_b","delta_max","b",0.075,0.75,1.58446620109435
"delta_max_vs_b","delta_max","b",0.075,1,1.29470941033824
"delta_max_vs_b","delta_max","b",0.075,1.25,1.08602193094005
"delta_max_vs_b","delta_max","b",0.075,1.5,0.927459331267208
"delta_max_vs_b","delta_max","b",0.075,1.75,0.803001610877006
"delta_max_vs_b","delta_max","b",0.075,2,0.703083239910576
"delta_max_vs_b","delta_max","b",0.075,2.25,0.62151207432689
"delta_max_vs_b","delta_max","b",0.075,2.5,0.554054526972843
"delta_max_vs_b","delta_max","b",0.075,2.75,0.497690100397907
"delta_max_vs_b","delta_max","b",0.075,3,0.450188940451621
"delta_max_vs_b","delta_max","b",0.075,3.25,0.409859907289188
"delta_max_vs_b","delta_max","b",0.075,3.5,0.37539337374101
"delta_max_vs_b","delta_max","b",0.075,3.75,0.345758777334575
"delta_max_vs_b","delta_max","b",0.075,4,0.320135058110905
"delta_max_vs_b","delta_max","b",0.08,0.5,2.12405102581627
"delta_max_vs_b","delta_max","b",0.08,0.75,1.65168959625722
"delta_max_vs_b","delta_max","b",0.08,1,1.34671352368767
"delta_max_vs_b","delta_max","b",0.08,1.25,1.12841036437894
"delta_max_vs_b","delta_max","b",0.08,1.5,0.963028321966452
"delta_max_vs_b","delta_max","b",0.08,1.75,0.833429828025247
"delta_max_vs_b","delta_max","b",0.08,2,0.72948041268282
"delta_max_vs_b","delta_max","b",0.08,2.25,0.64465695081446
"delta_max_vs_b","delta_max","b",0.08,2.5,0.574519158478126
"delta_max_vs_b","delta_max","b",0.08,2.75,0.515910622418921
"delta_max_vs_b","delta_max","b",0.08,3,0.466507939761702
"delta_max_vs_b","delta_max","b",0.08,3.25,0.42455282078194
"delta_max_vs_b","delta_max","b",0.08,3.5,0.388685601251948
"delta_max_vs_b","delta_max","b",0.08,3.75,0.357837238459155
"delta_max_vs_b","delta_max","b",0.08,4,0.331156323150023
"delta_max_vs_p","delta_max","p",0.01,0.1,0.153885696530386
"delta_max_vs_p","delta_max","p",0.01,0.15,0.155081976734898
"delta_max_vs_p","delta_max","p",0.01,0.2,0.155695969266224
"delta_max_vs_p","delta_max","p",0.01,0.25,0.155650521853314
"delta_max_vs_p","delta_max","p",0.01,0.3,0.155114678296232
"delta_max_vs_p","delta_max","p",0.01,0.35,0.15430619543119
"delta_max_vs_p","delta_max","p",0.01,0.4,0.153402445120514
"delta_max_vs_p","delta_max","p",0.01,0.45,0.152517081444254
"delta_max_vs_p","delta_max","p",0.01,0.5,0.15170967088607
"delta_max_vs_p","delta_max","p",0.01,0.55,0.151003718994522
"delta_max_vs_p","delta_max","p",0.01,0.6,0.150402121489608
"delta_max_vs_p","delta_max","p",0.01,0.65,0.149897566306746
"delta_max_vs_p","delta_max","p",0.01,0.7,0.149478655514997
"delta_max_vs_p","delta_max","p",0.01,0.75,0.149133153099359
"delta_max_vs_p","delta_max","p",0.01,0.8,0.148849524592303
"delta_max_vs_p","delta_max","p",0.015,0.1,0.219880486961896
"delta_max_vs_p","delta_max","p",0.015,0.15,0.221451146366143
"delta_max_vs_p","delta_max","p",0.015,0.2,0.222200554446334
"delta_max_vs_p","delta_max","p",0.015,0.25,0.222045109345897
"delta_max_vs_p","delta_max","p",0.015,0.3,0.221227913009351
"delta_max_vs_p","delta_max","p",0.015,0.35,0.220050571785885
"delta_max_vs_p","delta_max","p",0.015,0.4,0.218755521093718
"delta_max_vs_p","delta_max","p",0.015,0.45,0.21749661321672
"delta_max_vs_p","delta_max","p",0.015,0.5,0.216353427313015
"delta_max_vs_p","delta_max","p",0.015,0.55,0.215356362492118
"delta_max_vs_p","delta_max","p",0.015,0.6,0.214507900961157
"delta_max_vs_p","delta_max","p",0.015,0.65,0.213796843833435
"delta_max_vs_p","delta_max","p",0.015,0.7,0.213206650590369
"delta_max_vs_p","delta_max","p",0.015,0.75,0.21271983738103
"delta_max_vs_p","delta_max","p",0.015,0.8,0.212320041250133
"delta_max_vs_p","delta_max","p",0.02,0.1,0.279985697808042
"delta_max_vs_p","delta_max","p",0.02,0.15,0.281833268194684
"delta_max_vs_p","delta_max","p",0.02,0.2,0.282649648189601
"delta_max_vs_p","delta_max","p",0.02,0.25,0.282356828376101
"delta_max_vs_p","delta_max","p",0.02,0.3,0.281264900652037
"delta_max_vs_p","delta_max","p",0.02,0.35,0.279746608358805
"delta_max_vs_p","delta_max","p",0.02,0.4,0.278098148109363
"delta_max_vs_p","delta_max","p",0.02,0.45,0.276505900677143
"delta_max_vs_p","delta_max","p",0.02,0.5,0.27506512576175
"delta_max_vs_p","delta_max","p",0.02,0.55,0.273811099876414
"delta_max_vs_p","delta_max","p",0.02,0.6,0.272745252382816
"delta_max_vs_p","delta_max","p",0.02,0.65,0.271852582927972
"delta_max_vs_p","delta_max","p",0.02,0.7,0.271111824474448
"delta_max_vs_p","delta_max","p",0.02,0.75,0.270500775819026
"delta_max_vs_p","delta_max","p",0.02,0.8,0.269998781756237
"delta_max_vs_p","delta_max","p",0.025,0.1,0.335020127646164
"delta_max_vs_p","delta_max","p",0.025,0.15,0.337072332297125
"delta_max_vs_p","delta_max","p",0.025,0.2,0.337908609724793
"delta_max_vs_p","delta_max","p",0.025,0.25,0.337464310424636
"delta_max_vs_p","delta_max","p",0.025,0.3,0.336109834004258
"delta_max_vs_p","delta_max","p",0.025,0.35,0.334278596127621
"delta_max_vs_p","delta_max","p",0.025,0.4,0.33231158257572
"delta_max_vs_p","delta_max","p",0.025,0.45,0.330421757180451
"delta_max_vs_p","delta_max","p",0.025,0.5,0.328716793328973
"delta_max_vs_p","delta_max","p",0.025,0.55,0.32723540128139
"delta_max_vs_p","delta_max","p",0.025,0.6,0.325977579345303
"delta_max_vs_p","delta_max","p",0.025,0.65,0.324924695578331
"delta_max_vs_p","delta_max","p",0.025,0.7,0.32405116586385
"delta_max_vs_p","delta_max","p",0.025,0.75,0.323330553716701
"delta_max_vs_p","delta_max","p",0.025,0.8,0.322738384317634
"delta_max_vs_p","delta_max","p",0.03,0.1,0.38565998284657
"delta_max_vs_p","delta_max","p",0.03,0.15,0.387862814113056
"delta_max_vs_p","delta_max","p",0.03,0.2,0.388686819614583
"delta_max_vs_p","delta_max","p",0.03,0.25,0.388085553459698
"delta_max_vs_p","delta_max","p",0.03,0.3,0.38648356636701
"delta_max_vs_p","delta_max","p",0.03,0.35,0.384366289118621
"delta_max_vs_p","delta_max","p",0.03,0.4,0.382112309949105
"delta_max_vs_p","delta_max","p",0.03,0.45,0.379956517516857
"delta_max_vs_p","delta_max","p",0.03,0.5,0.378016508100272
"delta_max_vs_p","delta_max","p",0.03,0.55,0.376333385103745
"delta_max_vs_p","delta_max","p",0.03,0.6,0.374905509240397
"delta_max_vs_p","delta_max","p",0.03,0.65,0.373710829927974
"delta_max_vs_p","delta_max","p",0.03,0.7,0.372719834052239
"delta_max_vs_p","delta_max","p",0.03,0.75,0.371902282645026
"delta_max_vs_p","delta_max","p",0.03,0.8,0.37123029603573
"delta_max_vs_p","delta_max","p",0.035,0.1,0.432467780361922
"delta_max_vs_p","delta_max","p",0.035,0.15,0.434780614668716
"delta_max_vs_p","delta_max","p",0.035,0.2,0.435570638407799
"delta_max_vs_p","delta_max","p",0.035,0.25,0.434812450834587
"delta_max_vs_p","delta_max","p",0.035,0.3,0.43297917041666
"delta_max_vs_p","delta_max","p",0.035,0.35,0.430601045354159
"delta_max_vs_p","delta_max","p",0.035,0.4,0.428088461307954
"delta_max_vs_p","delta_max","p",0.035,0.45,0.425694545930356
"delta_max_vs_p","delta_max","p",0.035,0.5,0.423544899892884
"delta_max_vs_p","delta_max","p",0.035,0.55,0.421682265781953
"delta_max_vs_p","delta_max","p",0.035,0.6,0.420103272662591
"delta_max_vs_p","delta_max","p",0.035,0.65,0.418782681893617
"delta_max_vs_p","delta_max","p",0.035,0.7,0.41768741101899
"delta_max_vs_p","delta_max","p",0.035,0.75,0.416783804280026
"delta_max_vs_p","delta_max","p",0.035,0.8,0.416040940338659
"delta_max_vs_p","delta_max","p",0.04,0.1,0.475914648915549
"delta_max_vs_p","delta_max","p",0.04,0.15,0.478306756102947
"delta_max_vs_p","delta_max","p",0.04,0.2,0.479048456864329
"delta_max_vs_p","delta_max","p",0.04,0.25,0.478136869513814
"delta_max_vs_p","delta_max","p",0.04,0.3,0.476088667121432
"delta_max_vs_p","delta_max","p",0.04,0.35,0.473472901522887
"delta_max_vs_p","delta_max","p",0.04,0.4,0.470727030021652
"delta_max_vs_p","delta_max","p",0.04,0.45,0.468119475939131
"delta_max_vs_p","delta_max","p",0.04,0.5,0.465782352516343
"delta_max_vs_p","delta_max","p",0.04,0.55,0.463759493150046
"delta_max_vs_p","delta_max","p",0.04,0.6,0.462045774201741
"delta_max_vs_p","delta_max","p",0.04,0.65,0.460613001766185
